"class","order","family","genus","countryCode","stateProvince","eventDate","year","id","boundary_data_source","boundary_id","boundary_use","city_name","city_name_viz","country_iso3","country_iso2","lat","long"
"Aves","Ciconiiformes","Ciconiidae","Mycteria","RW","Umujyi wa Kigali",2012-09-13 08:16:00,2012,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.241231,-1.953317
"Mammalia","Chiroptera","Pteropodidae","Eidolon","RW","Umujyi wa Kigali",2017-10-11 21:22:36,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.117836,-1.894304
"Magnoliopsida","Gentianales","Apocynaceae","Nerium","RW","Umujyi wa Kigali",2017-01-31 21:13:57,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.065828,-1.955532
"Magnoliopsida","Lamiales","Acanthaceae","Thunbergia","RW","Umujyi wa Kigali",2016-08-09 08:20:00,2016,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.071254,-1.955161
"Magnoliopsida","Malpighiales","Euphorbiaceae","Ricinus","RW","Umujyi wa Kigali",2020-02-07 10:57:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.056903,-1.914209
"Magnoliopsida","Gentianales","Apocynaceae","Catharanthus","RW","Umujyi wa Kigali",2017-01-31 18:24:55,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.065979,-1.955673
"Insecta","Coleoptera","Cetoniidae","Pachnoda","RW","Umujyi wa Kigali",2017-12-04 14:33:36,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.071889,-1.957023
"Mammalia","Chiroptera","Pteropodidae","Eidolon","RW","Umujyi wa Kigali",2017-09-12 09:28:58,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.036129,-1.980258
"Liliopsida","Zingiberales","Heliconiaceae","Heliconia","RW","Umujyi wa Kigali",2021-10-21 18:41:00,2021,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.058409,-1.915244
"Aves","Coraciiformes","Alcedinidae","Ceryle","RW","Umujyi wa Kigali",2019-08-21 07:59:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.189835,-1.988186
"Aves","Galliformes","Numididae","Numida","RW","Umujyi wa Kigali",2020-03-03 10:14:39,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.061885,-1.943027
"Insecta","Lepidoptera","Sphingidae","Xanthopan","RW","Umujyi wa Kigali",2016-06-07 13:59:00,2016,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.069237,-1.956988
"Magnoliopsida","Lamiales","Bignoniaceae","Tecoma","RW","Umujyi wa Kigali",2019-09-16 15:08:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.097708,-1.954475
"Aves","Passeriformes","Nectariniidae","Nectarinia","RW","Umujyi wa Kigali",2019-11-30 07:27:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.064014,-1.91811
"Magnoliopsida","Fabales","Fabaceae","Erythrina","RW","Umujyi wa Kigali",2020-09-20 10:29:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.210125,-1.98594
"Insecta","Coleoptera","Cetoniidae","Diplognatha","RW","Umujyi wa Kigali",2016-12-13 13:58:36,2016,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.068983,-1.957365
"Aves","Passeriformes","Estrildidae","Lonchura","RW","Umujyi wa Kigali",2021-09-10 13:30:00,2021,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.210125,-1.987598
"Magnoliopsida","Fabales","Fabaceae","Erythrina","RW","Umujyi wa Kigali",2019-09-15 09:22:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.168576,-1.992643
"Magnoliopsida","Lamiales","Verbenaceae","Lantana","RW","Umujyi wa Kigali",2021-06-12 15:05:55,2021,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.090368,-1.927371
"Aves","Pelecaniformes","Pelecanidae","Pelecanus","RW","Umujyi wa Kigali",2010-03-04 17:54:00,2010,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.058486,-1.952045
"Aves","Coliiformes","Coliidae","Colius","RW","Umujyi wa Kigali",2017-12-06 07:39:00,2017,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.059495,-1.951276
"Aves","Passeriformes","Muscicapidae","Cossypha","RW","Umujyi wa Kigali",2020-09-20 09:07:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.20964,-1.984709
"Insecta","Odonata","Libellulidae","Palpopleura","RW","Umujyi wa Kigali",2020-01-31 08:31:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.056651,-1.913993
"Amphibia","Anura","Pyxicephalidae","Amietia","RW","Umujyi wa Kigali",2019-10-27 16:44:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.209678,-1.984695
"Reptilia","Squamata","Chamaeleonidae","Trioceros","RW","Umujyi wa Kigali",2020-11-19 09:44:10,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.071531,-1.976271
"Aves","Passeriformes","Nectariniidae","Chalcomitra","RW","Umujyi wa Kigali",2020-09-20 09:39:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.209942,-1.985897
