"datasetName","datasetId","dataSources","objectType","projectName","tags","creationDate","storagePath","storageArea","storageStage","datasetFormat","datasetDesc","contacts"
"Administrative Boundaries","administrative-boundaries-UrbanShift","geoBoundaries","administrative-boundaries","UrbanShift",NA,NA,"https://raw.githubusercontent.com/wri/cities-urbanshift/main/geospatial-layers/data/raw/administrative-boundaries/urbanshift-cities/UrbanShift_cities.geojson","Github","raw","geojson","This datasets contains the geographical boundaries of UrbanShift cities at diffrent administrative levels",""
