,geo_id,geo_level,geo_name,geo_parent_name,LND-6
1442,CHN-Ningbo_ADM-3_6,ADM-3,Xiangshan County,CHN-Ningbo,0.0
1443,CHN-Ningbo_ADM-3_7,ADM-3,Jiangbei District,CHN-Ningbo,0.0
1444,CHN-Ningbo_ADM-3_8,ADM-3,Haishu District,CHN-Ningbo,0.0
1445,CHN-Ningbo_ADM-3_9,ADM-3,Cixi City,CHN-Ningbo,0.0
1446,CHN-Ningbo_ADM-3_10,ADM-3,Beilun District,CHN-Ningbo,0.0
1447,IDN-Jakarta_ADM-4-union_1,ADM-4-union,IDN-Jakarta,IDN-Jakarta,1.9768714261502145e-05
1448,IDN-Jakarta_ADM-4_1,ADM-4,Cikini,IDN-Jakarta,0.0
1449,IDN-Jakarta_ADM-4_2,ADM-4,Gondangdia,IDN-Jakarta,0.0
1450,IDN-Jakarta_ADM-4_3,ADM-4,Karet,IDN-Jakarta,0.0
1451,IDN-Jakarta_ADM-4_4,ADM-4,Serdang,IDN-Jakarta,0.0
1452,IDN-Jakarta_ADM-4_5,ADM-4,Duri Selatan,IDN-Jakarta,0.0
1453,IDN-Jakarta_ADM-4_6,ADM-4,Cempaka Putih Timur,IDN-Jakarta,0.0
1454,IDN-Jakarta_ADM-4_7,ADM-4,Kebon Kelapa,IDN-Jakarta,0.0
1455,IDN-Jakarta_ADM-4_8,ADM-4,Tanjung Duren Selatan,IDN-Jakarta,0.0
1456,IDN-Jakarta_ADM-4_9,ADM-4,Setiabudi,IDN-Jakarta,0.0
1457,IDN-Jakarta_ADM-4_10,ADM-4,Guntur,IDN-Jakarta,0.0
1458,IDN-Jakarta_ADM-4_11,ADM-4,Pasar Baru,IDN-Jakarta,0.0
1459,IDN-Jakarta_ADM-4_12,ADM-4,Kuningan Barat,IDN-Jakarta,0.0
1460,IDN-Jakarta_ADM-4_13,ADM-4,Kampung Rawa,IDN-Jakarta,0.0
1461,IDN-Jakarta_ADM-4_14,ADM-4,Kebon Bawang,IDN-Jakarta,0.0
1462,IDN-Jakarta_ADM-4_15,ADM-4,Kebon Kacang,IDN-Jakarta,0.0
1463,IDN-Jakarta_ADM-4_16,ADM-4,Slipi,IDN-Jakarta,0.0
1464,IDN-Jakarta_ADM-4_17,ADM-4,Jati Pulo,IDN-Jakarta,0.0
1465,IDN-Jakarta_ADM-4_18,ADM-4,Cijantung,IDN-Jakarta,0.0
1466,IDN-Jakarta_ADM-4_19,ADM-4,Petojo Selatan,IDN-Jakarta,0.0
1467,IDN-Jakarta_ADM-4_20,ADM-4,Paseban,IDN-Jakarta,0.0
1468,IDN-Jakarta_ADM-4_21,ADM-4,Mampang Prapatan,IDN-Jakarta,0.0
1469,IDN-Jakarta_ADM-4_22,ADM-4,Kebagusan,IDN-Jakarta,0.0
1470,IDN-Jakarta_ADM-4_23,ADM-4,Kebon Sirih,IDN-Jakarta,0.0
1471,IDN-Jakarta_ADM-4_24,ADM-4,Petojo Utara,IDN-Jakarta,0.0
1472,IDN-Jakarta_ADM-4_25,ADM-4,Klender,IDN-Jakarta,0.0
1473,IDN-Jakarta_ADM-4_26,ADM-4,Menteng,IDN-Jakarta,0.0
1474,IDN-Jakarta_ADM-4_27,ADM-4,Pesanggrahan,IDN-Jakarta,0.0
1475,IDN-Jakarta_ADM-4_28,ADM-4,Jembatan Lima,IDN-Jakarta,0.0
1476,IDN-Jakarta_ADM-4_29,ADM-4,Menteng Dalam,IDN-Jakarta,0.0
1477,IDN-Jakarta_ADM-4_30,ADM-4,Meruya Utara,IDN-Jakarta,0.0
1478,IDN-Jakarta_ADM-4_31,ADM-4,Glodok,IDN-Jakarta,0.0
1479,IDN-Jakarta_ADM-4_32,ADM-4,Keagungan,IDN-Jakarta,0.0
1480,IDN-Jakarta_ADM-4_33,ADM-4,Tomang,IDN-Jakarta,0.0
1481,IDN-Jakarta_ADM-4_34,ADM-4,Mangga Besar,IDN-Jakarta,0.0
1482,IDN-Jakarta_ADM-4_35,ADM-4,Kalianyar,IDN-Jakarta,0.0
1483,IDN-Jakarta_ADM-4_36,ADM-4,Tanjung Barat,IDN-Jakarta,0.0
1484,IDN-Jakarta_ADM-4_37,ADM-4,Kayu Putih,IDN-Jakarta,0.0
1485,IDN-Jakarta_ADM-4_38,ADM-4,Tegal Parang,IDN-Jakarta,0.0
1486,IDN-Jakarta_ADM-4_39,ADM-4,Kenari,IDN-Jakarta,0.0
1487,IDN-Jakarta_ADM-4_40,ADM-4,Pegangsaan,IDN-Jakarta,0.0
1488,IDN-Jakarta_ADM-4_41,ADM-4,Taman Mini Indonesia Indah (TMII),IDN-Jakarta,0.0
1489,IDN-Jakarta_ADM-4_42,ADM-4,Cempaka Putih Barat,IDN-Jakarta,0.0
1490,IDN-Jakarta_ADM-4_43,ADM-4,Palmeriam,IDN-Jakarta,0.0
1491,IDN-Jakarta_ADM-4_44,ADM-4,Rawa Terate,IDN-Jakarta,0.0
1492,IDN-Jakarta_ADM-4_45,ADM-4,Jatinegara Kaum,IDN-Jakarta,0.0
1493,IDN-Jakarta_ADM-4_46,ADM-4,Pulo Gadung,IDN-Jakarta,0.0
1494,IDN-Jakarta_ADM-4_47,ADM-4,Jelambar Baru,IDN-Jakarta,0.0
1495,IDN-Jakarta_ADM-4_48,ADM-4,Kebon Jeruk,IDN-Jakarta,0.0
1496,IDN-Jakarta_ADM-4_49,ADM-4,Kedoya Selatan,IDN-Jakarta,0.0
1497,IDN-Jakarta_ADM-4_50,ADM-4,Jatinegara,IDN-Jakarta,0.0
1498,IDN-Jakarta_ADM-4_51,ADM-4,Bungur,IDN-Jakarta,0.0
1499,IDN-Jakarta_ADM-4_52,ADM-4,Susukan,IDN-Jakarta,0.0
1500,IDN-Jakarta_ADM-4_53,ADM-4,Ciracas,IDN-Jakarta,0.0
1501,IDN-Jakarta_ADM-4_54,ADM-4,Baru,IDN-Jakarta,0.0
1502,IDN-Jakarta_ADM-4_55,ADM-4,Bale Kambang,IDN-Jakarta,0.0
1503,IDN-Jakarta_ADM-4_56,ADM-4,Sukapura,IDN-Jakarta,0.0
1504,IDN-Jakarta_ADM-4_57,ADM-4,Malaka Jaya,IDN-Jakarta,0.0
1505,IDN-Jakarta_ADM-4_58,ADM-4,Malaka Sari,IDN-Jakarta,0.0
1506,IDN-Jakarta_ADM-4_59,ADM-4,Kedaung Kali Angke,IDN-Jakarta,0.0
1507,IDN-Jakarta_ADM-4_60,ADM-4,Krukut,IDN-Jakarta,0.0
1508,IDN-Jakarta_ADM-4_61,ADM-4,Warakas,IDN-Jakarta,0.0
1509,IDN-Jakarta_ADM-4_62,ADM-4,Rawa Badak Utara,IDN-Jakarta,0.0
1510,IDN-Jakarta_ADM-4_63,ADM-4,Duren Tiga,IDN-Jakarta,0.0
1511,IDN-Jakarta_ADM-4_64,ADM-4,Pancoran,IDN-Jakarta,0.0
1512,IDN-Jakarta_ADM-4_65,ADM-4,Kembangan Utara,IDN-Jakarta,0.0
1513,IDN-Jakarta_ADM-4_66,ADM-4,Pejaten Barat,IDN-Jakarta,0.0
1514,IDN-Jakarta_ADM-4_67,ADM-4,Galur,IDN-Jakarta,0.0
1515,IDN-Jakarta_ADM-4_68,ADM-4,Wijaya Kusuma,IDN-Jakarta,0.0
1516,IDN-Jakarta_ADM-4_69,ADM-4,Kedoya Utara,IDN-Jakarta,0.0
1517,IDN-Jakarta_ADM-4_70,ADM-4,Kalibata,IDN-Jakarta,0.0
1518,IDN-Jakarta_ADM-4_71,ADM-4,Makasar,IDN-Jakarta,0.0
1519,IDN-Jakarta_ADM-4_72,ADM-4,Pondok Kopi,IDN-Jakarta,0.0
1520,IDN-Jakarta_ADM-4_73,ADM-4,Penggilingan,IDN-Jakarta,0.0
1521,IDN-Jakarta_ADM-4_74,ADM-4,Kebon Melati,IDN-Jakarta,0.0
1522,IDN-Jakarta_ADM-4_75,ADM-4,Cililitan,IDN-Jakarta,0.0
1523,IDN-Jakarta_ADM-4_76,ADM-4,Kramat Jati,IDN-Jakarta,0.0
1524,IDN-Jakarta_ADM-4_77,ADM-4,Pejaten Timur,IDN-Jakarta,0.0
1525,IDN-Jakarta_ADM-4_78,ADM-4,Gambir,IDN-Jakarta,0.0
1526,IDN-Jakarta_ADM-4_79,ADM-4,Kampung Bali,IDN-Jakarta,0.0
1527,IDN-Jakarta_ADM-4_80,ADM-4,Pengadegan,IDN-Jakarta,0.0
1528,IDN-Jakarta_ADM-4_81,ADM-4,Gunung,IDN-Jakarta,0.0
1529,IDN-Jakarta_ADM-4_82,ADM-4,Cawang,IDN-Jakarta,0.0
1530,IDN-Jakarta_ADM-4_83,ADM-4,Rawajati,IDN-Jakarta,0.0
1531,IDN-Jakarta_ADM-4_84,ADM-4,Kuningan Timur,IDN-Jakarta,0.0
1532,IDN-Jakarta_ADM-4_85,ADM-4,Manggarai Selatan,IDN-Jakarta,0.0
1533,IDN-Jakarta_ADM-4_86,ADM-4,Cakung Barat,IDN-Jakarta,0.0
1534,IDN-Jakarta_ADM-4_87,ADM-4,Cipinang Cempedak,IDN-Jakarta,0.0
1535,IDN-Jakarta_ADM-4_88,ADM-4,Bidara Cina,IDN-Jakarta,0.0
1536,IDN-Jakarta_ADM-4_89,ADM-4,Gedong,IDN-Jakarta,0.0
1537,IDN-Jakarta_ADM-4_90,ADM-4,Kebon Pala,IDN-Jakarta,0.0
1538,IDN-Jakarta_ADM-4_91,ADM-4,Halim Perdana Kusuma,IDN-Jakarta,0.0
1539,IDN-Jakarta_ADM-4_92,ADM-4,Manggarai,IDN-Jakarta,0.0
1540,IDN-Jakarta_ADM-4_93,ADM-4,Pasar Manggis,IDN-Jakarta,0.0
1541,IDN-Jakarta_ADM-4_94,ADM-4,Kwitang,IDN-Jakarta,0.0
1542,IDN-Jakarta_ADM-4_95,ADM-4,Kebon Baru,IDN-Jakarta,0.0
1543,IDN-Jakarta_ADM-4_96,ADM-4,Pademangan Barat,IDN-Jakarta,0.0
1544,IDN-Jakarta_ADM-4_97,ADM-4,Cipinang Besar Selatan,IDN-Jakarta,0.0
1545,IDN-Jakarta_ADM-4_98,ADM-4,Cipinang Besar Utara,IDN-Jakarta,0.0
1546,IDN-Jakarta_ADM-4_99,ADM-4,Rawa Buaya,IDN-Jakarta,0.0
1547,IDN-Jakarta_ADM-4_100,ADM-4,Cengkareng Timur,IDN-Jakarta,0.0
1548,IDN-Jakarta_ADM-4_101,ADM-4,Karet Semanggi,IDN-Jakarta,0.0
1549,IDN-Jakarta_ADM-4_102,ADM-4,Cikoko,IDN-Jakarta,0.0
1550,IDN-Jakarta_ADM-4_103,ADM-4,Tebet Barat,IDN-Jakarta,0.0
1551,IDN-Jakarta_ADM-4_104,ADM-4,Kapuk,IDN-Jakarta,0.0
1552,IDN-Jakarta_ADM-4_105,ADM-4,Petogogan,IDN-Jakarta,0.0
1553,IDN-Jakarta_ADM-4_106,ADM-4,Pela Mampang,IDN-Jakarta,0.0
1554,IDN-Jakarta_ADM-4_107,ADM-4,Jelambar,IDN-Jakarta,0.0
1555,IDN-Jakarta_ADM-4_108,ADM-4,Grogol,IDN-Jakarta,0.0
1556,IDN-Jakarta_ADM-4_109,ADM-4,Semper Barat,IDN-Jakarta,0.0
1557,IDN-Jakarta_ADM-4_110,ADM-4,Cakung Timur,IDN-Jakarta,0.0
1558,IDN-Jakarta_ADM-4_111,ADM-4,Lagoa,IDN-Jakarta,0.0
1559,IDN-Jakarta_ADM-4_112,ADM-4,Tugu Utara,IDN-Jakarta,0.0
1560,IDN-Jakarta_ADM-4_113,ADM-4,Pluit,IDN-Jakarta,0.0
1561,IDN-Jakarta_ADM-4_114,ADM-4,Duri Pulo,IDN-Jakarta,0.0
1562,IDN-Jakarta_ADM-4_115,ADM-4,Cideng,IDN-Jakarta,0.0
1563,IDN-Jakarta_ADM-4_116,ADM-4,Melawai,IDN-Jakarta,0.0
1564,IDN-Jakarta_ADM-4_117,ADM-4,Cilandak Timur,IDN-Jakarta,0.0
1565,IDN-Jakarta_ADM-4_118,ADM-4,Kampung Tengah,IDN-Jakarta,0.0
1566,IDN-Jakarta_ADM-4_119,ADM-4,Batu Ampar,IDN-Jakarta,0.0
1567,IDN-Jakarta_ADM-4_120,ADM-4,Tebet Timur,IDN-Jakarta,0.0
1568,IDN-Jakarta_ADM-4_121,ADM-4,Rambutan,IDN-Jakarta,0.0
1569,IDN-Jakarta_ADM-4_122,ADM-4,Pinang Ranti,IDN-Jakarta,0.0
1570,IDN-Jakarta_ADM-4_123,ADM-4,Rawa Bunga,IDN-Jakarta,0.0
1571,IDN-Jakarta_ADM-4_124,ADM-4,Kayu Manis,IDN-Jakarta,0.0
1572,IDN-Jakarta_ADM-4_125,ADM-4,Rawasari,IDN-Jakarta,0.0
1573,IDN-Jakarta_ADM-4_126,ADM-4,Utan Kayu Utara,IDN-Jakarta,0.0
1574,IDN-Jakarta_ADM-4_127,ADM-4,Menteng Atas,IDN-Jakarta,0.0
1575,IDN-Jakarta_ADM-4_128,ADM-4,Karet Kuningan,IDN-Jakarta,0.0
1576,IDN-Jakarta_ADM-4_129,ADM-4,Bukit Duri,IDN-Jakarta,0.0
1577,IDN-Jakarta_ADM-4_130,ADM-4,Bali Mester,IDN-Jakarta,0.0
1578,IDN-Jakarta_ADM-4_131,ADM-4,Johar Baru,IDN-Jakarta,0.0
1579,IDN-Jakarta_ADM-4_132,ADM-4,Tanah Tinggi,IDN-Jakarta,0.0
1580,IDN-Jakarta_ADM-4_133,ADM-4,Bendungan Hilir,IDN-Jakarta,0.0
1581,IDN-Jakarta_ADM-4_134,ADM-4,Karet Tengsin,IDN-Jakarta,0.0
1582,IDN-Jakarta_ADM-4_135,ADM-4,Gelora,IDN-Jakarta,0.0
1583,IDN-Jakarta_ADM-4_136,ADM-4,Roa Malaka,IDN-Jakarta,0.0
1584,IDN-Jakarta_ADM-4_137,ADM-4,Krendang,IDN-Jakarta,0.0
1585,IDN-Jakarta_ADM-4_138,ADM-4,Jembatan Besi,IDN-Jakarta,0.0
1586,IDN-Jakarta_ADM-4_139,ADM-4,Angke,IDN-Jakarta,0.0
1587,IDN-Jakarta_ADM-4_140,ADM-4,Duri Utara,IDN-Jakarta,0.0
1588,IDN-Jakarta_ADM-4_141,ADM-4,Tanah Sereal,IDN-Jakarta,0.0
1589,IDN-Jakarta_ADM-4_142,ADM-4,Tambora,IDN-Jakarta,0.0
1590,IDN-Jakarta_ADM-4_143,ADM-4,Pinangsia,IDN-Jakarta,0.0
1591,IDN-Jakarta_ADM-4_144,ADM-4,Penjaringan,IDN-Jakarta,0.0
1592,IDN-Jakarta_ADM-4_145,ADM-4,Palmerah,IDN-Jakarta,0.0
1593,IDN-Jakarta_ADM-4_146,ADM-4,Kemanggisan,IDN-Jakarta,0.0
1594,IDN-Jakarta_ADM-4_147,ADM-4,Petamburan,IDN-Jakarta,0.0
1595,IDN-Jakarta_ADM-4_148,ADM-4,Kota Bambu Selatan,IDN-Jakarta,0.0
1596,IDN-Jakarta_ADM-4_149,ADM-4,Kota Bambu Utara,IDN-Jakarta,0.0
1597,IDN-Jakarta_ADM-4_150,ADM-4,Kelapa Dua,IDN-Jakarta,0.0
1598,IDN-Jakarta_ADM-4_151,ADM-4,Sukabumi Selatan,IDN-Jakarta,0.0
1599,IDN-Jakarta_ADM-4_152,ADM-4,Srengseng,IDN-Jakarta,0.0
1600,IDN-Jakarta_ADM-4_153,ADM-4,Jati Padang,IDN-Jakarta,0.0
1601,IDN-Jakarta_ADM-4_154,ADM-4,Pasar Minggu,IDN-Jakarta,0.0
1602,IDN-Jakarta_ADM-4_155,ADM-4,Utan Panjang,IDN-Jakarta,0.0
1603,IDN-Jakarta_ADM-4_156,ADM-4,Harapan Mulya,IDN-Jakarta,0.0
1604,IDN-Jakarta_ADM-4_157,ADM-4,Cempaka Baru,IDN-Jakarta,0.0
1605,IDN-Jakarta_ADM-4_158,ADM-4,Sumur Batu,IDN-Jakarta,0.0
1606,IDN-Jakarta_ADM-4_159,ADM-4,Kebon Kosong,IDN-Jakarta,0.0
1607,IDN-Jakarta_ADM-4_160,ADM-4,Kemayoran,IDN-Jakarta,0.0
1608,IDN-Jakarta_ADM-4_161,ADM-4,Gunung Sahari Selatan,IDN-Jakarta,0.0
1609,IDN-Jakarta_ADM-4_162,ADM-4,Pekojan,IDN-Jakarta,0.0
1610,IDN-Jakarta_ADM-4_163,ADM-4,Pejagalan,IDN-Jakarta,0.0
1611,IDN-Jakarta_ADM-4_164,ADM-4,Cipete Selatan,IDN-Jakarta,0.0
1612,IDN-Jakarta_ADM-4_165,ADM-4,Gandaria Selatan,IDN-Jakarta,0.0
1613,IDN-Jakarta_ADM-4_166,ADM-4,Pondok Pinang,IDN-Jakarta,0.0
1614,IDN-Jakarta_ADM-4_167,ADM-4,Lubang Buaya,IDN-Jakarta,0.0
1615,IDN-Jakarta_ADM-4_168,ADM-4,Setu,IDN-Jakarta,0.0
1616,IDN-Jakarta_ADM-4_169,ADM-4,Cipayung,IDN-Jakarta,0.0
1617,IDN-Jakarta_ADM-4_170,ADM-4,Bambu Apus,IDN-Jakarta,0.0
1618,IDN-Jakarta_ADM-4_171,ADM-4,Utan Kayu Selatan,IDN-Jakarta,0.0
1619,IDN-Jakarta_ADM-4_172,ADM-4,Pisangan Baru,IDN-Jakarta,0.0
1620,IDN-Jakarta_ADM-4_173,ADM-4,Srengseng Sawah,IDN-Jakarta,0.0
1621,IDN-Jakarta_ADM-4_174,ADM-4,Cipedak,IDN-Jakarta,0.0
1622,IDN-Jakarta_ADM-4_175,ADM-4,Jagakarsa,IDN-Jakarta,0.0
1623,IDN-Jakarta_ADM-4_176,ADM-4,Ragunan,IDN-Jakarta,0.0
1624,IDN-Jakarta_ADM-4_177,ADM-4,Tangki,IDN-Jakarta,0.0
1625,IDN-Jakarta_ADM-4_178,ADM-4,Karang Anyar,IDN-Jakarta,0.0
1626,IDN-Jakarta_ADM-4_179,ADM-4,Gunung Sahari Utara,IDN-Jakarta,0.0
1627,IDN-Jakarta_ADM-4_180,ADM-4,Kartini,IDN-Jakarta,0.0
1628,IDN-Jakarta_ADM-4_181,ADM-4,Mangga Dua Selatan,IDN-Jakarta,0.0
1629,IDN-Jakarta_ADM-4_182,ADM-4,Pulo Gebang,IDN-Jakarta,0.0
1630,IDN-Jakarta_ADM-4_183,ADM-4,Ujung Menteng,IDN-Jakarta,0.0
1631,IDN-Jakarta_ADM-4_184,ADM-4,Cilandak Barat,IDN-Jakarta,0.0
1632,IDN-Jakarta_ADM-4_185,ADM-4,Pondok Labu,IDN-Jakarta,0.0
1633,IDN-Jakarta_ADM-4_186,ADM-4,Pondok Bambu,IDN-Jakarta,0.0
1634,IDN-Jakarta_ADM-4_187,ADM-4,Pondok Kelapa,IDN-Jakarta,0.0
1635,IDN-Jakarta_ADM-4_188,ADM-4,Duren Sawit,IDN-Jakarta,0.0
1636,IDN-Jakarta_ADM-4_189,ADM-4,Lenteng Agung,IDN-Jakarta,0.0
1637,IDN-Jakarta_ADM-4_190,ADM-4,Pekayon,IDN-Jakarta,0.0
1638,IDN-Jakarta_ADM-4_191,ADM-4,Kebon Manggis,IDN-Jakarta,0.0
1639,IDN-Jakarta_ADM-4_192,ADM-4,Kampung Melayu,IDN-Jakarta,0.0
1640,IDN-Jakarta_ADM-4_193,ADM-4,Maphar,IDN-Jakarta,0.0
1641,IDN-Jakarta_ADM-4_194,ADM-4,Taman Sari,IDN-Jakarta,0.0
1642,IDN-Jakarta_ADM-4_195,ADM-4,Cibubur,IDN-Jakarta,0.0
1643,IDN-Jakarta_ADM-4_196,ADM-4,Munjul,IDN-Jakarta,0.0
1644,IDN-Jakarta_ADM-4_197,ADM-4,Kelapa Dua Wetan,IDN-Jakarta,0.0
1645,IDN-Jakarta_ADM-4_198,ADM-4,Dukuh,IDN-Jakarta,0.0
1646,IDN-Jakarta_ADM-4_199,ADM-4,Ceger,IDN-Jakarta,0.0
1647,IDN-Jakarta_ADM-4_200,ADM-4,Cilangkap,IDN-Jakarta,0.0
1648,IDN-Jakarta_ADM-4_201,ADM-4,Pondok Ranggon,IDN-Jakarta,0.0
1649,IDN-Jakarta_ADM-4_202,ADM-4,Ulujami,IDN-Jakarta,0.0
1650,IDN-Jakarta_ADM-4_203,ADM-4,Sukabumi Utara,IDN-Jakarta,0.0
1651,IDN-Jakarta_ADM-4_204,ADM-4,Grogol Utara,IDN-Jakarta,0.0
1652,IDN-Jakarta_ADM-4_205,ADM-4,Duri Kepa,IDN-Jakarta,0.0
1653,IDN-Jakarta_ADM-4_206,ADM-4,Tanjung Duren Utara,IDN-Jakarta,0.0
1654,IDN-Jakarta_ADM-4_207,ADM-4,Kelapa Gading Timur,IDN-Jakarta,0.0
1655,IDN-Jakarta_ADM-4_208,ADM-4,Pegangsaan Dua,IDN-Jakarta,0.0
1656,IDN-Jakarta_ADM-4_209,ADM-4,Gandaria Utara,IDN-Jakarta,0.0
1657,IDN-Jakarta_ADM-4_210,ADM-4,Kramat Pela,IDN-Jakarta,0.0
1658,IDN-Jakarta_ADM-4_211,ADM-4,Grogol Selatan,IDN-Jakarta,0.0
1659,IDN-Jakarta_ADM-4_212,ADM-4,Cipulir,IDN-Jakarta,0.0
1660,IDN-Jakarta_ADM-4_213,ADM-4,Kebayoran Lama Selatan,IDN-Jakarta,0.0
1661,IDN-Jakarta_ADM-4_214,ADM-4,Kebayoran Lama Utara,IDN-Jakarta,0.0
1662,IDN-Jakarta_ADM-4_215,ADM-4,Bangka,IDN-Jakarta,0.0
1663,IDN-Jakarta_ADM-4_216,ADM-4,Pulo,IDN-Jakarta,0.0
1664,IDN-Jakarta_ADM-4_217,ADM-4,Cipete Utara,IDN-Jakarta,0.0
1665,IDN-Jakarta_ADM-4_218,ADM-4,Senayan,IDN-Jakarta,0.0
1666,IDN-Jakarta_ADM-4_219,ADM-4,Selong,IDN-Jakarta,0.0
1667,IDN-Jakarta_ADM-4_220,ADM-4,Rawa Barat,IDN-Jakarta,0.0
1668,IDN-Jakarta_ADM-4_221,ADM-4,Rawa Badak Selatan,IDN-Jakarta,0.0
1669,IDN-Jakarta_ADM-4_222,ADM-4,Tugu Selatan,IDN-Jakarta,0.0
1670,IDN-Jakarta_ADM-4_223,ADM-4,Papanggo,IDN-Jakarta,0.0
1671,IDN-Jakarta_ADM-4_224,ADM-4,Sungai Bambu,IDN-Jakarta,0.0
1672,IDN-Jakarta_ADM-4_225,ADM-4,Koja,IDN-Jakarta,0.0
1673,IDN-Jakarta_ADM-4_226,ADM-4,Kalibaru,IDN-Jakarta,0.0
1674,IDN-Jakarta_ADM-4_227,ADM-4,Cilincing,IDN-Jakarta,0.0
1675,IDN-Jakarta_ADM-4_228,ADM-4,Semper Timur,IDN-Jakarta,0.0
1676,IDN-Jakarta_ADM-4_229,ADM-4,Rorotan,IDN-Jakarta,0.0
1677,IDN-Jakarta_ADM-4_230,ADM-4,Tanjung Priok,IDN-Jakarta,0.0
1678,IDN-Jakarta_ADM-4_231,ADM-4,Pademangan Timur,IDN-Jakarta,0.0
1679,IDN-Jakarta_ADM-4_232,ADM-4,Sunter Agung,IDN-Jakarta,0.0
1680,IDN-Jakarta_ADM-4_233,ADM-4,Kamal Muara,IDN-Jakarta,0.0
1681,IDN-Jakarta_ADM-4_234,ADM-4,Kapuk Muara,IDN-Jakarta,0.0015124920487096
1682,IDN-Jakarta_ADM-4_235,ADM-4,Ancol,IDN-Jakarta,0.0
1683,IDN-Jakarta_ADM-4_236,ADM-4,Petukangan Selatan,IDN-Jakarta,0.0
1684,IDN-Jakarta_ADM-4_237,ADM-4,Marunda,IDN-Jakarta,0.0
1685,IDN-Jakarta_ADM-4_238,ADM-4,Sunter Jaya,IDN-Jakarta,0.0
1686,IDN-Jakarta_ADM-4_239,ADM-4,Kelapa Gading Barat,IDN-Jakarta,0.0
1687,IDN-Jakarta_ADM-4_240,ADM-4,Cengkareng Barat,IDN-Jakarta,0.0
1688,IDN-Jakarta_ADM-4_241,ADM-4,Tegal Alur,IDN-Jakarta,0.0
1689,IDN-Jakarta_ADM-4_242,ADM-4,Pegadungan,IDN-Jakarta,0.0
1690,IDN-Jakarta_ADM-4_243,ADM-4,Bintaro,IDN-Jakarta,0.0
1691,IDN-Jakarta_ADM-4_244,ADM-4,Cipinang Melayu,IDN-Jakarta,0.0
1692,IDN-Jakarta_ADM-4_245,ADM-4,Lebak Bulus,IDN-Jakarta,0.0
1693,IDN-Jakarta_ADM-4_246,ADM-4,Jati,IDN-Jakarta,0.0
1694,IDN-Jakarta_ADM-4_247,ADM-4,Rawamangun,IDN-Jakarta,0.0
1695,IDN-Jakarta_ADM-4_248,ADM-4,Senen,IDN-Jakarta,0.0
1696,IDN-Jakarta_ADM-4_249,ADM-4,Kramat,IDN-Jakarta,0.0
1697,IDN-Jakarta_ADM-4_250,ADM-4,Kamal,IDN-Jakarta,0.0
1698,IDN-Jakarta_ADM-4_251,ADM-4,Kalideres,IDN-Jakarta,0.0
1699,IDN-Jakarta_ADM-4_252,ADM-4,Duri Kosambi,IDN-Jakarta,0.0
1700,IDN-Jakarta_ADM-4_253,ADM-4,Semanan,IDN-Jakarta,0.0
1701,IDN-Jakarta_ADM-4_254,ADM-4,Kembangan Selatan,IDN-Jakarta,0.0
1702,IDN-Jakarta_ADM-4_255,ADM-4,Meruya Selatan,IDN-Jakarta,0.0
1703,IDN-Jakarta_ADM-4_256,ADM-4,Joglo,IDN-Jakarta,0.0
1704,IDN-Jakarta_ADM-4_257,ADM-4,Petukangan Utara,IDN-Jakarta,0.0
1705,IDN-Jakarta_ADM-4_258,ADM-4,Cipinang Muara,IDN-Jakarta,0.0
1706,IDN-Jakarta_ADM-4_259,ADM-4,Cipinang,IDN-Jakarta,0.0
1707,IDN-Jakarta_ADM-4_260,ADM-4,Pisangan Timur,IDN-Jakarta,0.0
1708,IDN-Jakarta_ADM-4_261,ADM-4,Ciganjur,IDN-Jakarta,0.0
1709,IDN-Jakarta_ADM-4_262,ADM-4,Kalisari,IDN-Jakarta,0.0
1710,IDN-Bitung_ADM-2_1,ADM-2,IDN-Bitung,IDN-Bitung,0.2396255288057316
1711,IDN-Bitung_ADM-3_1,ADM-3,Lembeh Selatan,IDN-Bitung,0.0
1712,IDN-Bitung_ADM-3_2,ADM-3,Lembeh Utara,IDN-Bitung,0.0
1713,IDN-Bitung_ADM-3_3,ADM-3,Mandidir,IDN-Bitung,0.3108108282968814
1714,IDN-Bitung_ADM-3_4,ADM-3,Matuari,IDN-Bitung,0.0
1715,IDN-Bitung_ADM-3_5,ADM-3,Girian,IDN-Bitung,0.0
1716,IDN-Bitung_ADM-3_6,ADM-3,Ranuwulu,IDN-Bitung,0.2504303798401887
1717,IDN-Bitung_ADM-3_7,ADM-3,Maesa,IDN-Bitung,0.2181824552061017
1718,IDN-Bitung_ADM-3_8,ADM-3,Aertembaga,IDN-Bitung,0.5079292413543547
1719,IDN-Semarang_ADM-1_1,ADM-1,IDN-Semarang,IDN-Semarang,0.0
1720,IDN-Semarang_ADM-4_1,ADM-4,Cabean,IDN-Semarang,0.0
1721,IDN-Semarang_ADM-4_2,ADM-4,Bojongsalaman,IDN-Semarang,0.0
1722,IDN-Semarang_ADM-4_3,ADM-4,Jatingaleh,IDN-Semarang,0.0
1723,IDN-Semarang_ADM-4_4,ADM-4,Karangturi,IDN-Semarang,0.0
1724,IDN-Semarang_ADM-4_5,ADM-4,Karangtempel,IDN-Semarang,0.0
1725,IDN-Semarang_ADM-4_6,ADM-4,Brumbungan,IDN-Semarang,0.0
1726,IDN-Semarang_ADM-4_7,ADM-4,Gabahan,IDN-Semarang,0.0
1727,IDN-Semarang_ADM-4_8,ADM-4,Dadapsari,IDN-Semarang,0.0
