"","name","urban_expansion"
"1041","lu_area_979",10.94
"1042","lu_area_980",0
"1043","lu_area_981",9.08999999999999
"1044","lu_area_982",1.20999999999999
"1045","lu_area_983",0
"1046","lu_area_984",0
"1047","lu_area_985",0
"1048","lu_area_986",23.81
"1049","lu_area_987",0
"1050","lu_area_988",0
"1051","lu_area_989",28.57
"1052","lu_area_990",-1.54000000000001
"1053","lu_area_991",2.13
"1054","lu_area_992",7.69
"1055","lu_area_993",11.58
"1056","lu_area_994",0
"1057","lu_area_995",0
"1058","lu_area_996",0
"1059","lu_area_997",0
"1060","lu_area_998",0
"1061","lu_area_999",0
"1062","lu_area_1000",3.85000000000001
"1063","lu_area_1001",4.76000000000001
"1064","lu_area_1002",0
"1065","lu_area_1003",0
"1066","lu_area_1004",0
"1067","lu_area_1005",0
"1068","lu_area_1006",0
"1069","lu_area_1007",5.88
"1070","lu_area_1008",0
"1071","lu_area_1010",0
"1072","lu_area_1011",0
"1073","lu_area_1012",0
"1074","lu_area_1013",0
"1075","lu_area_1014",0
"1076","lu_area_1015",0
"1077","lu_area_1016",0
"1078","lu_area_1017",0
"1079","lu_area_1018",3.08
"1080","lu_area_1019",0
"1081","lu_area_1020",0
"1082","lu_area_1021",0
"1083","lu_area_1022",0
"1084","lu_area_1023",0
"1085","lu_area_1024",0
"1086","lu_area_1025",0
"1087","lu_area_1026",-2.27
"1088","lu_area_1027",-7.69
"1089","lu_area_1028",0
"1090","lu_area_1029",0
"1091","lu_area_1030",0
"1092","lu_area_1031",0
"1093","lu_area_1032",-25
"1094","lu_area_1033",0
"1095","lu_area_1034",0
"1096","lu_area_1035",0
"1097","lu_area_1036",0
"1098","lu_area_1037",5.56
"1099","lu_area_1038",0
"1100","lu_area_1039",0
"1101","lu_area_1040",0
"1102","lu_area_1041",0
"1103","lu_area_1042",25
"1104","lu_area_1043",0
"1105","lu_area_1044",3.23
"1106","lu_area_1045",0
"1107","lu_area_1046",0
"1108","lu_area_1047",0
"1109","lu_area_1049",0
"1110","lu_area_1050",-7.14
"1111","lu_area_1051",8.82
"1112","lu_area_1052",-12.5
"1113","lu_area_1053",0
"1114","lu_area_1055",7.14
"1115","lu_area_1056",-10.75
"1116","lu_area_1057",-8
"1117","lu_area_1058",0.629999999999995
"1118","lu_area_1059",4.84999999999999
"1119","lu_area_1060",0
"1120","lu_area_1061",0
"1121","lu_area_1062",0
"1122","lu_area_1063",0
"1123","lu_area_1064",0
"1124","lu_area_1065",0
"1125","lu_area_1066",0
"1126","lu_area_1067",0
"1127","lu_area_1068",0
"1128","lu_area_1069",16.66
"1129","lu_area_1070",0
"1130","lu_area_1071",0
"1131","lu_area_1072",0
"1132","lu_area_1073",0
"1133","lu_area_1074",14.29
"1134","lu_area_1075",5.56
"1135","lu_area_1076",0
"1136","lu_area_1077",1.72999999999999
"1137","lu_area_1078",0
"1138","lu_area_1079",0
"1139","lu_area_1081",-1.56
"1140","lu_area_1082",10
"1141","lu_area_1083",0
"1142","lu_area_1084",0
"1143","lu_area_1085",0
"1144","lu_area_1086",0
"1145","lu_area_1088",-5.38
"1146","lu_area_1091",0
"1147","lu_area_1092",0
"1148","lu_area_1095",7.84999999999999
"1149","lu_area_1096",7.14
"1150","lu_area_1097",5.56
"1151","lu_area_1098",0
"1152","lu_area_1099",0
"1153","lu_area_1100",0
"1154","lu_area_1101",5.70999999999999
"1155","lu_area_1102",50
"1156","lu_area_1103",0
"1157","lu_area_1104",0
"1158","lu_area_1105",0
"1159","lu_area_1106",4.51000000000001
"1160","lu_area_1107",-1.27
"1161","lu_area_1108",0
"1162","lu_area_1109",0
"1163","lu_area_1110",0
"1164","lu_area_1111",5.3
"1165","lu_area_1112",0
"1166","lu_area_1113",6.67
"1167","lu_area_1114",0
"1168","lu_area_1115",0
"1169","lu_area_1116",2.37
"1170","lu_area_1117",5.19
"1171","lu_area_1118",2.09999999999999
"1172","lu_area_1119",-0.769999999999996
"1173","lu_area_1120",-0.989999999999995
"1174","lu_area_1121",2.48
"1175","lu_area_1122",0
"1176","lu_area_1123",0.870000000000005
"1177","lu_area_1124",11.58
"1178","lu_area_1125",7.69
"1179","lu_area_1126",0
"1180","lu_area_1127",3.31
"1181","lu_area_1128",9.91
"1182","lu_area_1129",1.63
"1183","lu_area_1130",1.79000000000001
"1184","lu_area_1131",0
"1185","lu_area_1132",0
"1186","lu_area_1133",13.57
"1187","lu_area_1134",-8.59
"1188","lu_area_1135",0
"1189","lu_area_1136",0
"1190","lu_area_1137",0
"1191","lu_area_1138",6.48999999999999
"1192","lu_area_1139",2.22
"1193","lu_area_1140",0
"1194","lu_area_1141",1.67
"1195","lu_area_1142",0
"1196","lu_area_1143",0
"1197","lu_area_1144",1.04000000000001
"1198","lu_area_1145",3.3
"1199","lu_area_1146",2.98
"1200","lu_area_1147",0
"1201","lu_area_1148",-8
"1202","lu_area_1149",0
"1203","lu_area_1150",0
"1204","lu_area_1151",0
"1205","lu_area_1152",18.75
"1206","lu_area_1153",5.89
"1207","lu_area_1154",0
"1208","lu_area_1155",0
"1209","lu_area_1156",5.56
"1210","lu_area_1157",1.50999999999999
"1211","lu_area_1158",0
"1212","lu_area_1159",0
"1213","lu_area_1160",0
"1214","lu_area_1161",0
"1215","lu_area_1162",0
"1216","lu_area_1163",22.23
"1217","lu_area_1164",-12.9
"1218","lu_area_1165",0
"1219","lu_area_1166",0
"1220","lu_area_1167",5.88000000000001
"1221","lu_area_1168",3.33
"1222","lu_area_1169",0.969999999999999
"1223","lu_area_1170",0
"1224","lu_area_1171",0
"1225","lu_area_1172",1.66
"1226","lu_area_1173",0
"1227","lu_area_1174",12.5
"1228","lu_area_1175",-3.55000000000001
"1229","lu_area_1176",0
"1230","lu_area_1177",0
"1231","lu_area_1178",0
"1232","lu_area_1179",0
"1233","lu_area_1180",1.02
"1234","lu_area_1181",0
"1235","lu_area_1182",0
"1236","lu_area_1183",0
"1237","lu_area_1184",0
"1238","lu_area_1185",0.210000000000008
"1239","lu_area_1186",25
"1240","lu_area_1187",0
"1241","lu_area_1188",-12.5
"1242","lu_area_1189",0
"1243","lu_area_1190",85.71
"1244","lu_area_1191",0
"1245","lu_area_1192",0
"1246","lu_area_1193",0
"1247","lu_area_1194",-1.15000000000001
"1248","lu_area_1195",-4.84
"1249","lu_area_1196",0
"1250","lu_area_1197",0
"1251","lu_area_1198",0
"1252","lu_area_1199",0
"1253","lu_area_1200",0
"1254","lu_area_1201",4.27999999999999
"1255","lu_area_1202",0
"1256","lu_area_1203",0
"1257","lu_area_1204",0
"1258","lu_area_1205",3.45
"1259","lu_area_1206",0
"1260","lu_area_1207",11.11
"1261","lu_area_1208",0
"1262","lu_area_1209",0
"1263","lu_area_1210",0
"1264","lu_area_1211",-2
"1265","lu_area_1212",8.33
"1266","lu_area_1213",-5.70999999999999
"1267","lu_area_1214",0
"1268","lu_area_1215",-7.69
"1269","lu_area_1216",0
"1270","lu_area_1217",0
"1271","lu_area_1218",0
"1272","lu_area_1219",7.69
"1273","lu_area_1220",0
"1274","lu_area_1221",8.16
"1275","lu_area_1222",0
"1276","lu_area_1223",0
"1277","lu_area_1224",0
"1278","lu_area_1225",0.969999999999999
"1279","lu_area_1226",0
"1280","lu_area_1227",0
"1281","lu_area_1229",23.08
"1282","lu_area_1230",0
"1283","lu_area_1231",0
"1284","lu_area_1232",0
"1285","lu_area_1233",0
"1286","lu_area_1234",-11.11
"1287","lu_area_1235",16.67
"1288","lu_area_1236",0
"1289","lu_area_1237",-9.09
"1290","lu_area_1238",46.67
"1291","lu_area_1239",0
"1292","lu_area_1240",0
"1293","lu_area_1241",-1.2
"1294","lu_area_1242",53.84
"1295","lu_area_1244",0
"1296","lu_area_1245",0
"1297","lu_area_1246",0
"1298","lu_area_1247",0
"1299","lu_area_1248",0
"1300","lu_area_1249",0
"1301","lu_area_1250",0
"1302","lu_area_1251",4.83
"1303","lu_area_1252",0
"1304","lu_area_1253",8.7
"1305","lu_area_1254",18.87
"1306","lu_area_1255",1.26000000000001
"1307","lu_area_1256",0
"1308","lu_area_1257",0
"1309","lu_area_1258",29.41
"1310","lu_area_1259",5.88
"1311","lu_area_1260",0
"1312","lu_area_1261",5.62
"1313","lu_area_1262",0
"1314","lu_area_1263",0
"1315","lu_area_1264",-4.34
"1316","lu_area_1265",-0.669999999999987
"1317","lu_area_1266",0
"1318","lu_area_1267",0
"1319","lu_area_1268",0
"1320","lu_area_1269",0
"1321","lu_area_1270",0
"1322","lu_area_1271",0
"1323","lu_area_1272",0
"1324","lu_area_1273",0
"1325","lu_area_1274",15.58
"1326","lu_area_1275",1.06
"1327","lu_area_1276",-33.33
"1328","lu_area_1277",2.86
"1329","lu_area_1278",6.17
"1330","lu_area_1279",1.93000000000001
"1331","lu_area_1280",40
"1332","lu_area_1281",-2
"1333","lu_area_1282",2.44
"1334","lu_area_1283",11.63
"1335","lu_area_1284",4.48
"1336","lu_area_1285",0
"1337","lu_area_1286",0
"1338","lu_area_1287",0
"1339","lu_area_1288",0
"1340","lu_area_1289",0
"1341","lu_area_1290",2.23999999999999
"1342","lu_area_1291",0
"1343","lu_area_1292",40
"1344","lu_area_1293",0
"1345","lu_area_1294",0
"1346","lu_area_1295",0
"1347","lu_area_1296",0
"1348","lu_area_1297",0
"1349","lu_area_1298",6.06
"1350","lu_area_1299",-1.90000000000001
"1351","lu_area_1300",5.27
"1352","lu_area_1301",37.17
"1353","lu_area_1302",-100
"1354","lu_area_1303",5.43000000000001
"1355","lu_area_1304",0
"1356","lu_area_1305",29.41
