"","name","urban_expansion"
"124","lu_area_42",1.92
"125","lu_area_43",0
"126","lu_area_44",9.52000000000001
"127","lu_area_45",0
"128","lu_area_46",2.72
"129","lu_area_47",0
"130","lu_area_48",0
"131","lu_area_49",0
"132","lu_area_50",12
"133","lu_area_51",0
"134","lu_area_52",-1.05
"135","lu_area_53",0
"136","lu_area_54",6.66
"137","lu_area_55",0
"138","lu_area_56",-1
"139","lu_area_57",0
"140","lu_area_58",29.02
"141","lu_area_59",0
"142","lu_area_60",10.9
"143","lu_area_61",0
"144","lu_area_62",15.58
"145","lu_area_63",-8.34
"146","lu_area_64",2
"147","lu_area_65",0
"148","lu_area_66",0
"149","lu_area_67",17.85
"150","lu_area_68",-3.94999999999999
"151","lu_area_69",0
"152","lu_area_70",22.86
"153","lu_area_71",3.47
"154","lu_area_72",19.34
"155","lu_area_73",0
"156","lu_area_74",27.7
"157","lu_area_75",0
"158","lu_area_76",9.37
"159","lu_area_77",0
"160","lu_area_78",0
"161","lu_area_79",0
"162","lu_area_80",0
"163","lu_area_81",0
"164","lu_area_82",15.39
"165","lu_area_83",0
"166","lu_area_84",0
"167","lu_area_85",0
"168","lu_area_86",3.44
"169","lu_area_87",5.01000000000001
"170","lu_area_89",0
"171","lu_area_90",0
"172","lu_area_91",0
"173","lu_area_92",12.5
"174","lu_area_93",-100
"175","lu_area_94",-1.52
"176","lu_area_95",39.1
"177","lu_area_96",-5.26000000000001
"178","lu_area_97",0
"179","lu_area_98",0
"180","lu_area_99",0
"181","lu_area_100",0
"182","lu_area_101",0
"183","lu_area_102",0
"184","lu_area_103",100
"185","lu_area_104",0
"186","lu_area_105",0
"187","lu_area_106",0
"188","lu_area_107",0
"189","lu_area_108",4.69
"190","lu_area_109",-0.930000000000007
"191","lu_area_110",4.62
"192","lu_area_111",36.36
"193","lu_area_112",0
"194","lu_area_113",7.5
"195","lu_area_114",0
"196","lu_area_115",0
"197","lu_area_116",0
"198","lu_area_117",33.33
"199","lu_area_118",0
"200","lu_area_119",0
"201","lu_area_120",0
"202","lu_area_121",0
"203","lu_area_122",0
"204","lu_area_123",0
"205","lu_area_124",0
"206","lu_area_125",0
"207","lu_area_126",0
"208","lu_area_127",0
"209","lu_area_128",-22.22
"210","lu_area_129",3.7
"211","lu_area_130",0
"212","lu_area_131",0
"213","lu_area_132",0
"214","lu_area_133",2.93000000000001
"215","lu_area_134",4.72
"216","lu_area_135",0
"217","lu_area_136",25
"218","lu_area_137",0
"219","lu_area_138",55.56
"220","lu_area_139",0
"221","lu_area_140",0
"222","lu_area_141",7.58
"223","lu_area_142",1.02
"224","lu_area_143",4.95
"225","lu_area_144",2.39
"226","lu_area_145",15.38
"227","lu_area_146",5.62
"228","lu_area_147",0
"229","lu_area_148",23.41
"230","lu_area_149",1.82000000000001
"231","lu_area_150",1.44
"232","lu_area_151",0
"233","lu_area_152",0
"234","lu_area_153",41.66
"235","lu_area_154",0
"236","lu_area_155",0
"237","lu_area_156",0
"238","lu_area_157",50
"239","lu_area_158",20
"240","lu_area_159",0
"241","lu_area_160",7.69
"242","lu_area_161",20
"243","lu_area_162",0
"244","lu_area_163",0
"245","lu_area_164",14.28
"246","lu_area_165",2.11999999999999
"247","lu_area_166",35.63
"248","lu_area_167",-2.47999999999999
"249","lu_area_168",0
"250","lu_area_169",0
"251","lu_area_170",0
"252","lu_area_171",0
"253","lu_area_172",0
"254","lu_area_173",0
"255","lu_area_174",0
"256","lu_area_175",2.7
"257","lu_area_176",0
"258","lu_area_177",2.01000000000001
"259","lu_area_178",0
"260","lu_area_179",0
"261","lu_area_180",0
"262","lu_area_181",0
"263","lu_area_183",100
"264","lu_area_184",0
"265","lu_area_185",0.230000000000004
"266","lu_area_186",0
"267","lu_area_187",0
"268","lu_area_188",0
"269","lu_area_189",0
"270","lu_area_190",0
"271","lu_area_191",0.25
"272","lu_area_192",0
"273","lu_area_194",0
"274","lu_area_195",-5.87
"275","lu_area_196",0
"276","lu_area_197",2.86000000000001
"277","lu_area_198",1.41000000000001
"278","lu_area_199",0
"279","lu_area_200",-15.38
"280","lu_area_201",6.25999999999999
"281","lu_area_202",0.0699999999999932
"282","lu_area_203",1.26
"283","lu_area_204",0
"284","lu_area_205",0
"285","lu_area_206",7.69
"286","lu_area_207",0
"287","lu_area_208",1.97
"288","lu_area_209",11.75
"289","lu_area_210",0
"290","lu_area_211",0
"291","lu_area_212",0
"292","lu_area_213",0
"293","lu_area_214",12.5
"294","lu_area_215",4.55
"295","lu_area_217",33.33
"296","lu_area_218",0
"297","lu_area_219",14.29
"298","lu_area_221",0
"299","lu_area_222",0
"300","lu_area_223",0
"301","lu_area_224",11.4
"302","lu_area_225",-0.990000000000009
"303","lu_area_226",0
"304","lu_area_227",0
"305","lu_area_228",0
"306","lu_area_229",0
"307","lu_area_230",-0.649999999999991
"308","lu_area_231",3.63000000000001
"309","lu_area_232",0
"310","lu_area_233",3.45
"311","lu_area_234",0
"312","lu_area_235",6.81999999999999
"313","lu_area_236",10
"314","lu_area_237",0
"315","lu_area_238",0
"316","lu_area_239",2.78
"317","lu_area_240",0
"318","lu_area_241",0
"319","lu_area_242",3.46
"320","lu_area_243",0
"321","lu_area_244",0
"322","lu_area_245",0
"323","lu_area_246",37.5
"324","lu_area_247",0
"325","lu_area_248",0
"326","lu_area_249",94.44
"327","lu_area_250",11.11
"328","lu_area_251",0
"329","lu_area_252",0
"330","lu_area_253",0
"331","lu_area_254",0
"332","lu_area_255",0.38000000000001
"333","lu_area_256",-1.30000000000001
"334","lu_area_257",0
"335","lu_area_258",0
"336","lu_area_259",13.96
"337","lu_area_260",1
"338","lu_area_261",50
"339","lu_area_262",0
"340","lu_area_263",2.97999999999999
"341","lu_area_264",-28.57
"342","lu_area_265",2.84999999999999
"343","lu_area_266",0
"344","lu_area_267",0
"345","lu_area_268",0
"346","lu_area_269",9.3
"347","lu_area_270",-1.6
"348","lu_area_272",0
"349","lu_area_273",0
"350","lu_area_274",33.33
"351","lu_area_275",0
"352","lu_area_276",1.51000000000001
"353","lu_area_277",0
"354","lu_area_278",0
"355","lu_area_279",0
"356","lu_area_280",0
"357","lu_area_281",17.64
"358","lu_area_282",0
"359","lu_area_283",0
"360","lu_area_284",-4.21000000000001
"361","lu_area_285",0
"362","lu_area_286",-6.67
"363","lu_area_287",15.38
"364","lu_area_288",0
"365","lu_area_289",0
"366","lu_area_290",0
"367","lu_area_291",4
"368","lu_area_293",0
"369","lu_area_294",0
"370","lu_area_295",0
"371","lu_area_296",0
"372","lu_area_297",0
"373","lu_area_298",-33.33
"374","lu_area_299",0
"375","lu_area_300",0
"376","lu_area_301",0
"377","lu_area_302",0
"378","lu_area_303",0
"379","lu_area_304",-3.7
"380","lu_area_305",0
"381","lu_area_306",0
"382","lu_area_307",0
"383","lu_area_308",0
"384","lu_area_309",-26.09
"385","lu_area_310",6.67
"386","lu_area_311",0
"387","lu_area_312",0
"388","lu_area_313",0
"389","lu_area_314",0
"390","lu_area_315",14.28
"391","lu_area_316",-0.370000000000005
"392","lu_area_317",0
"393","lu_area_318",0
"394","lu_area_319",0
"395","lu_area_320",-20.83
"396","lu_area_321",0
"397","lu_area_322",-5.41
"398","lu_area_323",0
"399","lu_area_324",0
"400","lu_area_325",5
"401","lu_area_326",0
"402","lu_area_327",0
"403","lu_area_328",0
"404","lu_area_329",0
"405","lu_area_330",0
"406","lu_area_331",0
"407","lu_area_332",11.59
"408","lu_area_333",0
"409","lu_area_334",0
"410","lu_area_335",25
"411","lu_area_336",0
"412","lu_area_337",1.31999999999999
"413","lu_area_338",-4.34
"414","lu_area_339",-41.67
"415","lu_area_340",2.47
"416","lu_area_341",-5
"417","lu_area_342",0
"418","lu_area_343",0
"419","lu_area_344",-27.78
"420","lu_area_345",2.27
"421","lu_area_346",1.69
"422","lu_area_347",0
"423","lu_area_348",3.03
"424","lu_area_349",-19.6
"425","lu_area_350",0
"426","lu_area_351",0
"427","lu_area_352",0
"428","lu_area_353",1.98
"429","lu_area_354",-10
"430","lu_area_355",0
"431","lu_area_356",4.34999999999999
"432","lu_area_357",0
"433","lu_area_358",-3.7
"434","lu_area_359",0
"435","lu_area_360",0
"436","lu_area_361",13.49
"437","lu_area_362",22.11
"438","lu_area_363",16.07
"439","lu_area_364",4.17
"440","lu_area_365",0
"441","lu_area_366",0
"442","lu_area_367",8.57000000000001
"443","lu_area_368",5.55
"444","lu_area_369",0
"445","lu_area_371",5.67999999999999
"446","lu_area_372",100
"447","lu_area_373",0
"448","lu_area_374",44
"449","lu_area_375",0
"450","lu_area_376",0
"451","lu_area_377",8.33
"452","lu_area_378",-9.09
"453","lu_area_379",22.58
"454","lu_area_380",0
"455","lu_area_381",0
"456","lu_area_382",-4
"457","lu_area_383",7.55
"458","lu_area_384",0
"459","lu_area_385",0
"460","lu_area_386",3.77
"461","lu_area_387",0
"462","lu_area_388",0
"463","lu_area_389",0
"464","lu_area_390",0
"465","lu_area_391",50
"466","lu_area_392",0
"467","lu_area_393",10
"468","lu_area_394",-6.25
"469","lu_area_395",0
"470","lu_area_396",-9.09
"471","lu_area_397",0
"472","lu_area_398",13.35
"473","lu_area_399",0
"474","lu_area_400",-100
"475","lu_area_401",6.66
"476","lu_area_402",18.96
"477","lu_area_403",0
"478","lu_area_404",0
"479","lu_area_405",3.82000000000001
"480","lu_area_406",0
"481","lu_area_407",0
"482","lu_area_408",0
"483","lu_area_409",0
"484","lu_area_410",-1.17
"485","lu_area_411",0
"486","lu_area_412",2.19000000000001
"487","lu_area_413",0
"488","lu_area_414",0
"489","lu_area_415",0
"490","lu_area_416",0
"491","lu_area_417",0
"492","lu_area_418",0
"493","lu_area_419",-1.41000000000001
"494","lu_area_420",-5
"495","lu_area_421",0
"496","lu_area_422",0
"497","lu_area_423",0
"498","lu_area_424",-0.990000000000009
"499","lu_area_425",0
"500","lu_area_426",33.33
"501","lu_area_427",-50
"502","lu_area_428",0
"503","lu_area_430",0
"504","lu_area_431",0
"505","lu_area_432",0
"506","lu_area_433",0
"507","lu_area_434",0
"508","lu_area_436",0
"509","lu_area_437",0
"510","lu_area_438",-11.11
"511","lu_area_439",0
"512","lu_area_440",9.43000000000001
"513","lu_area_441",4.52
"514","lu_area_442",0
"515","lu_area_443",-3.28
"516","lu_area_444",0
"517","lu_area_445",0
"518","lu_area_446",0
"519","lu_area_447",0
"520","lu_area_448",0
"521","lu_area_449",0
"522","lu_area_450",0
"523","lu_area_451",0
"524","lu_area_452",0
"525","lu_area_453",0
"526","lu_area_454",0
"527","lu_area_455",1.69
"528","lu_area_456",0
"529","lu_area_457",-1.04000000000001
"530","lu_area_458",0
"531","lu_area_459",-0.219999999999999
"532","lu_area_460",0
"533","lu_area_461",0
"534","lu_area_462",0
"535","lu_area_463",0
"536","lu_area_464",0
"537","lu_area_465",0
"538","lu_area_466",20.92
"539","lu_area_467",0
"540","lu_area_468",0
"541","lu_area_469",0
"542","lu_area_470",0
"543","lu_area_471",0
"544","lu_area_472",0
"545","lu_area_473",4.16
"546","lu_area_474",0
"547","lu_area_475",0.100000000000009
"548","lu_area_476",0
"549","lu_area_477",23.08
"550","lu_area_478",0
"551","lu_area_479",0
"552","lu_area_480",0
"553","lu_area_481",0
"554","lu_area_482",0
"555","lu_area_483",0
"556","lu_area_484",0
"557","lu_area_485",0
"558","lu_area_486",0
"559","lu_area_487",0
"560","lu_area_488",-6.56999999999999
"561","lu_area_489",0
"562","lu_area_490",0
"563","lu_area_491",0
"564","lu_area_492",0
"565","lu_area_493",0.700000000000003
"566","lu_area_494",-1.66
"567","lu_area_495",7.99000000000001
"568","lu_area_496",0
"569","lu_area_497",9.09
"570","lu_area_498",0
"571","lu_area_499",0
"572","lu_area_500",0
"573","lu_area_501",0
"574","lu_area_502",6.53
"575","lu_area_503",8.33
"576","lu_area_504",0
"577","lu_area_505",1.73999999999999
"578","lu_area_506",0
"579","lu_area_507",9.34
"580","lu_area_508",-60
"581","lu_area_509",0
"582","lu_area_510",0
"583","lu_area_511",0
"584","lu_area_512",21.43
"585","lu_area_513",0.700000000000003
"586","lu_area_514",0
"587","lu_area_515",0
"588","lu_area_516",-33.33
"589","lu_area_517",-8.33
"590","lu_area_518",0
"591","lu_area_519",14.63
"592","lu_area_520",0
"593","lu_area_521",-9.09
"594","lu_area_522",-33.34
"595","lu_area_523",0
"596","lu_area_524",16.67
"597","lu_area_525",0
"598","lu_area_526",-14.28
"599","lu_area_527",-6.56
"600","lu_area_528",0
"601","lu_area_529",2.39000000000001
"602","lu_area_530",4.80000000000001
"603","lu_area_531",0
"604","lu_area_532",16.67
"605","lu_area_533",0
"606","lu_area_534",12.15
"607","lu_area_535",0
"608","lu_area_536",0
"609","lu_area_537",2.00999999999999
"610","lu_area_538",-0.859999999999999
"611","lu_area_539",0
"612","lu_area_540",10
"613","lu_area_541",0
"614","lu_area_542",3.87
"615","lu_area_543",0
"616","lu_area_544",0
"617","lu_area_545",0
"618","lu_area_546",0
"619","lu_area_547",0
"620","lu_area_548",-0.349999999999994
"621","lu_area_549",-14.81
"622","lu_area_550",0
"623","lu_area_551",-16.67
"624","lu_area_552",3.13
"625","lu_area_553",3.39
"626","lu_area_554",0
"627","lu_area_555",0
"628","lu_area_556",100
"629","lu_area_557",0
"630","lu_area_558",2.08
"631","lu_area_559",0
"632","lu_area_560",-4.44
"633","lu_area_561",20
"634","lu_area_562",-1.79000000000001
"635","lu_area_563",0
"636","lu_area_564",-2.08
"637","lu_area_565",0.5
"638","lu_area_566",0
"639","lu_area_567",13.89
"640","lu_area_568",0
"641","lu_area_569",0
"642","lu_area_570",4.86999999999999
"643","lu_area_571",0
"644","lu_area_572",0
"645","lu_area_573",0
"646","lu_area_574",4.17
"647","lu_area_575",0
"648","lu_area_576",-43.75
"649","lu_area_577",-0.799999999999997
"650","lu_area_578",0
"651","lu_area_579",0
"652","lu_area_580",-5.41
"653","lu_area_581",10.81
"654","lu_area_583",0
"655","lu_area_584",0
"656","lu_area_585",0
"657","lu_area_586",-38.46
"658","lu_area_587",0
"659","lu_area_588",0
"660","lu_area_590",-6.67
"661","lu_area_591",9.09
"662","lu_area_592",0
"663","lu_area_593",-8.69
"664","lu_area_594",0
"665","lu_area_595",-15
"666","lu_area_596",-3.59
"667","lu_area_597",3.53
"668","lu_area_598",21.06
"669","lu_area_599",1.17999999999999
"670","lu_area_600",0
"671","lu_area_601",0
"672","lu_area_602",0
"673","lu_area_603",0
"674","lu_area_604",0
"675","lu_area_605",-1.73
"676","lu_area_606",0
"677","lu_area_607",0
"678","lu_area_608",0
"679","lu_area_609",2.90000000000001
"680","lu_area_610",11.95
"681","lu_area_611",12.76
"682","lu_area_612",0
"683","lu_area_614",4.17
"684","lu_area_615",-3.45
"685","lu_area_616",-6.25
"686","lu_area_617",-3.85000000000001
"687","lu_area_618",19.04
"688","lu_area_619",-16.66
"689","lu_area_620",0
"690","lu_area_621",50
"691","lu_area_622",-3.22
"692","lu_area_623",0
"693","lu_area_624",50
"694","lu_area_625",0
"695","lu_area_626",2.66
"696","lu_area_627",0
"697","lu_area_629",0
"698","lu_area_630",0
"699","lu_area_631",0
"700","lu_area_632",0
"701","lu_area_633",5.77
"702","lu_area_634",0
"703","lu_area_635",0
"704","lu_area_636",0
"705","lu_area_637",-1.08
"706","lu_area_638",0
"707","lu_area_639",0
"708","lu_area_640",0
"709","lu_area_641",0
"710","lu_area_642",7.89
"711","lu_area_643",0
"712","lu_area_644",0
"713","lu_area_645",-1.43000000000001
"714","lu_area_646",0
"715","lu_area_647",0
"716","lu_area_648",0
"717","lu_area_649",0
"718","lu_area_650",0
"719","lu_area_651",11.47
"720","lu_area_652",2.09
"721","lu_area_653",7.57000000000001
"722","lu_area_654",-33.33
"723","lu_area_655",0
"724","lu_area_656",-10.94
"725","lu_area_657",0
"726","lu_area_658",0
"727","lu_area_659",0
"728","lu_area_660",0
"729","lu_area_661",0.140000000000001
"730","lu_area_662",0
"731","lu_area_663",0
"732","lu_area_664",0
"733","lu_area_665",-2.09
"734","lu_area_666",16.67
"735","lu_area_667",0
"736","lu_area_668",0
"737","lu_area_669",0
"738","lu_area_670",0
"739","lu_area_671",0
"740","lu_area_672",0
"741","lu_area_673",0
"742","lu_area_674",0
"743","lu_area_675",0
"744","lu_area_676",0
"745","lu_area_678",10
"746","lu_area_679",0
"747","lu_area_681",33.33
"748","lu_area_682",0
"749","lu_area_683",12.5
"750","lu_area_684",0
"751","lu_area_685",6.25
"752","lu_area_686",-1.28
"753","lu_area_687",0
"754","lu_area_688",-25
"755","lu_area_689",0
"756","lu_area_690",-3.84999999999999
"757","lu_area_691",0
"758","lu_area_693",11.47
"759","lu_area_694",8.33
"760","lu_area_695",0
"761","lu_area_696",-10
"762","lu_area_697",0
"763","lu_area_698",0
"764","lu_area_699",0
"765","lu_area_700",17.65
"766","lu_area_701",12.73
"767","lu_area_702",0
"768","lu_area_703",22.77
"769","lu_area_704",0
"770","lu_area_705",0
"771","lu_area_706",0
"772","lu_area_707",1.05
"773","lu_area_708",0
"774","lu_area_709",0
"775","lu_area_710",-14.29
"776","lu_area_712",0
"777","lu_area_713",0.670000000000002
"778","lu_area_714",0
"779","lu_area_715",0
"780","lu_area_716",0
"781","lu_area_717",15.66
"782","lu_area_718",0
"783","lu_area_719",0
"784","lu_area_720",0
"785","lu_area_721",8.33
"786","lu_area_722",0.239999999999995
"787","lu_area_723",35.55
"788","lu_area_724",0
"789","lu_area_725",0
"790","lu_area_726",2.33
"791","lu_area_727",1.81
"792","lu_area_728",0
"793","lu_area_729",21.43
"794","lu_area_730",2.22
"795","lu_area_731",0
"796","lu_area_732",16.67
"797","lu_area_733",0
"798","lu_area_734",-50
"799","lu_area_735",0
"800","lu_area_736",0
"801","lu_area_737",0
"802","lu_area_738",0
"803","lu_area_739",-8.53000000000001
"804","lu_area_740",0
"805","lu_area_741",-7.69
"806","lu_area_742",0
"807","lu_area_743",-16.67
"808","lu_area_744",-10.53
"809","lu_area_745",1.06
"810","lu_area_746",0
"811","lu_area_748",-5.32000000000001
"812","lu_area_749",0
"813","lu_area_750",-5.98999999999999
"814","lu_area_751",0
"815","lu_area_752",18.07
"816","lu_area_753",0
"817","lu_area_754",2.05
"818","lu_area_755",7.69
"819","lu_area_756",5.89
"820","lu_area_757",0
"821","lu_area_758",4.75999999999999
"822","lu_area_759",0
"823","lu_area_760",3.83
"824","lu_area_761",-1.52
"825","lu_area_762",0
"826","lu_area_763",0
"827","lu_area_764",0
"828","lu_area_765",0
"829","lu_area_766",0
"830","lu_area_767",0
"831","lu_area_768",0
"832","lu_area_769",30.77
"833","lu_area_770",0
"834","lu_area_771",0
"835","lu_area_772",-15
"836","lu_area_773",0
"837","lu_area_774",0
"838","lu_area_775",0
"839","lu_area_776",0
"840","lu_area_777",25
"841","lu_area_778",-25
"842","lu_area_779",16.66
"843","lu_area_780",-6.25
"844","lu_area_781",-25
"845","lu_area_782",0
"846","lu_area_783",0
"847","lu_area_784",-4.55
"848","lu_area_785",0
"849","lu_area_786",-4.34999999999999
"850","lu_area_787",0
"851","lu_area_788",0
"852","lu_area_789",-7.69
"853","lu_area_790",100
"854","lu_area_791",0
"855","lu_area_792",40.77
"856","lu_area_793",-4.48
"857","lu_area_794",-2.42999999999999
"858","lu_area_795",0
"859","lu_area_796",-7.14
"860","lu_area_797",0
"861","lu_area_798",0
"862","lu_area_799",0
"863","lu_area_800",0
"864","lu_area_801",0
"865","lu_area_802",6.2
"866","lu_area_803",0
"867","lu_area_804",0
"868","lu_area_805",-7.69
"869","lu_area_806",0.379999999999995
"870","lu_area_807",0
"871","lu_area_808",14.29
"872","lu_area_809",0
"873","lu_area_810",0
"874","lu_area_811",0
"875","lu_area_812",6.67
"876","lu_area_813",0
"877","lu_area_814",0
"878","lu_area_815",0
"879","lu_area_816",0
"880","lu_area_817",1.85000000000001
"881","lu_area_818",-3.7
"882","lu_area_819",-10
"883","lu_area_820",0
"884","lu_area_821",0
"885","lu_area_822",7.97
"886","lu_area_823",-0.379999999999995
"887","lu_area_824",0
"888","lu_area_825",-23.53
"889","lu_area_826",0
"890","lu_area_827",17.16
"891","lu_area_828",16.67
"892","lu_area_829",0
"893","lu_area_830",-4
"894","lu_area_831",0
"895","lu_area_832",0
"896","lu_area_833",0
"897","lu_area_834",0
"898","lu_area_835",0
"899","lu_area_836",0
"900","lu_area_837",-10
"901","lu_area_838",-50
"902","lu_area_839",-4.88000000000001
"903","lu_area_840",0.879999999999995
"904","lu_area_841",23.08
"905","lu_area_842",8.42
"906","lu_area_843",0
"907","lu_area_844",0
"908","lu_area_845",0
"909","lu_area_846",0
"910","lu_area_847",0
"911","lu_area_848",0
"912","lu_area_849",-5.98999999999999
"913","lu_area_850",0
"914","lu_area_851",2.22
"915","lu_area_852",0
"916","lu_area_853",0
"917","lu_area_854",0
"918","lu_area_855",0
"919","lu_area_856",0
"920","lu_area_857",0
"921","lu_area_858",0
"922","lu_area_859",0
"923","lu_area_860",20
"924","lu_area_861",-3.53
"925","lu_area_862",-1.22
"926","lu_area_863",1.86
"927","lu_area_864",0
"928","lu_area_865",4.70999999999999
"929","lu_area_866",0
"930","lu_area_867",-5
"931","lu_area_868",0
"932","lu_area_869",0
"933","lu_area_870",-3.15000000000001
"934","lu_area_871",0
"935","lu_area_872",9.09
"936","lu_area_873",-5.63
"937","lu_area_874",-4.08999999999999
"938","lu_area_875",-14.29
"939","lu_area_876",3.36
"940","lu_area_877",14.45
"941","lu_area_878",-50
"942","lu_area_879",-3.85000000000001
"943","lu_area_880",0
"944","lu_area_881",0
"945","lu_area_882",0
"946","lu_area_883",-8.85000000000001
"947","lu_area_884",0
"948","lu_area_885",-16.67
"949","lu_area_886",6.06
"950","lu_area_887",0
"951","lu_area_888",0
"952","lu_area_889",-18.39
"953","lu_area_890",0
"954","lu_area_891",0
"955","lu_area_892",0
"956","lu_area_893",-5.77
"957","lu_area_894",15.36
"958","lu_area_895",0
"959","lu_area_897",5.42
"960","lu_area_898",30
"961","lu_area_899",0
"962","lu_area_900",0
"963","lu_area_901",0.870000000000005
"964","lu_area_902",0
"965","lu_area_903",0
"966","lu_area_904",5.81
"967","lu_area_905",3.3
"968","lu_area_906",0
"969","lu_area_907",0
"970","lu_area_908",0
"971","lu_area_909",0
"972","lu_area_910",0
"973","lu_area_911",0
"974","lu_area_912",5.27
"975","lu_area_913",2.02
"976","lu_area_914",0
"977","lu_area_915",0
"978","lu_area_916",0
"979","lu_area_917",4.2
"980","lu_area_918",12.5
"981","lu_area_919",27.27
"982","lu_area_920",0
"983","lu_area_921",-4.17
"984","lu_area_922",-4.34999999999999
"985","lu_area_923",-1.74000000000001
"986","lu_area_924",0
"987","lu_area_925",0
"988","lu_area_926",-0.409999999999997
"989","lu_area_927",0
"990","lu_area_928",0
"991","lu_area_929",5.22
"992","lu_area_930",0
"993","lu_area_931",-4.71
"994","lu_area_932",2.11
"995","lu_area_933",0
"996","lu_area_934",0
"997","lu_area_935",0
"998","lu_area_936",0
"999","lu_area_937",0
"1000","lu_area_938",51.05
"1001","lu_area_939",7.69
"1002","lu_area_940",38.1
"1003","lu_area_941",25
"1004","lu_area_942",3.95
"1005","lu_area_943",0
"1006","lu_area_944",0
"1007","lu_area_945",0
"1008","lu_area_946",0
"1009","lu_area_947",0
"1010","lu_area_948",0
"1011","lu_area_949",4.95
"1012","lu_area_950",0
"1013","lu_area_951",1.52
"1014","lu_area_952",4.95
"1015","lu_area_953",0
"1016","lu_area_954",0
"1017","lu_area_955",0
"1018","lu_area_956",0
"1019","lu_area_957",0
"1020","lu_area_958",100
"1021","lu_area_959",13.96
"1022","lu_area_960",7.02
"1023","lu_area_961",0
"1024","lu_area_962",0
"1025","lu_area_963",8.69
"1026","lu_area_964",0
"1027","lu_area_965",4.86
"1028","lu_area_966",0
"1029","lu_area_967",0
"1030","lu_area_968",0
"1031","lu_area_969",0
"1032","lu_area_970",0
"1033","lu_area_971",0
"1034","lu_area_972",0
"1035","lu_area_973",1.33
"1036","lu_area_974",7.61
"1037","lu_area_975",0
"1038","lu_area_976",0
"1039","lu_area_977",0
"1040","lu_area_978",0
