"","name","urban_expansion"
"1","1",3.42
"2","2",6.56999999999999
"3","3",2.28999999999999
"4","4",0.329999999999998
"5","5",4.88
"6","7",4.14999999999999
"7","8",19.33
"8","9",12.91
"9","10",4.48999999999999
"10","11",5.66
"11","6",2.10000000000001
